mics	hemisphere	network	label	t1_gradient1_SalVentAttn	T1map
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1139.0	LH	Cont	7Networks_LH_Cont_PFCl_5		
1139.0	LH	Cont	7Networks_LH_Cont_PFCl_5		
1139.0	LH	Cont	7Networks_LH_Cont_PFCl_5		
1139.0	LH	Cont	7Networks_LH_Cont_PFCl_5		
1137.0	LH	Cont	7Networks_LH_Cont_PFCl_3		
1047.0	LH	SomMot	7Networks_LH_SomMot_16		
1091.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_2		
1091.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_2		
1091.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_2		
1091.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_2		
1141.0	LH	Cont	7Networks_LH_Cont_PFCl_7		
1141.0	LH	Cont	7Networks_LH_Cont_PFCl_7		
1141.0	LH	Cont	7Networks_LH_Cont_PFCl_7		
1141.0	LH	Cont	7Networks_LH_Cont_PFCl_7		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1139.0	LH	Cont	7Networks_LH_Cont_PFCl_5		
1139.0	LH	Cont	7Networks_LH_Cont_PFCl_5		
1139.0	LH	Cont	7Networks_LH_Cont_PFCl_5		
1136.0	LH	Cont	7Networks_LH_Cont_PFCl_2		
1091.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_2		
1091.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_2		
1091.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_2		
1091.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_2		
1091.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_2		
1141.0	LH	Cont	7Networks_LH_Cont_PFCl_7		
1141.0	LH	Cont	7Networks_LH_Cont_PFCl_7		
1141.0	LH	Cont	7Networks_LH_Cont_PFCl_7		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1136.0	LH	Cont	7Networks_LH_Cont_PFCl_2		
1136.0	LH	Cont	7Networks_LH_Cont_PFCl_2		
1136.0	LH	Cont	7Networks_LH_Cont_PFCl_2		
1136.0	LH	Cont	7Networks_LH_Cont_PFCl_2		
1091.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_2		
1091.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_2		
1091.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_2		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1136.0	LH	Cont	7Networks_LH_Cont_PFCl_2		
1136.0	LH	Cont	7Networks_LH_Cont_PFCl_2		
1136.0	LH	Cont	7Networks_LH_Cont_PFCl_2		
1043.0	LH	SomMot	7Networks_LH_SomMot_12		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1136.0	LH	Cont	7Networks_LH_Cont_PFCl_2		
1136.0	LH	Cont	7Networks_LH_Cont_PFCl_2		
1136.0	LH	Cont	7Networks_LH_Cont_PFCl_2		
1043.0	LH	SomMot	7Networks_LH_SomMot_12		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-0.1968510223564503	-0.2086231
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1175.0	LH	Default	7Networks_LH_Default_PFC_10		
1136.0	LH	Cont	7Networks_LH_Cont_PFCl_2		
1043.0	LH	SomMot	7Networks_LH_SomMot_12		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-1.1527445540416048	-1.3666633
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-1.0903237566677169	-0.7522545
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-0.13271594915465662	0.060097143
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	0.4350847032442356	-0.05170138
1175.0	LH	Default	7Networks_LH_Default_PFC_10		
1175.0	LH	Default	7Networks_LH_Default_PFC_10		
1175.0	LH	Default	7Networks_LH_Default_PFC_10		
1175.0	LH	Default	7Networks_LH_Default_PFC_10		
1043.0	LH	SomMot	7Networks_LH_SomMot_12		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	1.283603628756989	-0.78596896
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-0.5537493851592147	-1.0184538
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-1.4749319975546489	-1.1730645
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-0.7786503722468796	-0.33464757
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-0.8315293897873135	-0.3450119
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	0.25836693945938466	-0.20331301
1175.0	LH	Default	7Networks_LH_Default_PFC_10		
1175.0	LH	Default	7Networks_LH_Default_PFC_10		
1175.0	LH	Default	7Networks_LH_Default_PFC_10		
1040.0	LH	SomMot	7Networks_LH_SomMot_9		
1040.0	LH	SomMot	7Networks_LH_SomMot_9		
1040.0	LH	SomMot	7Networks_LH_SomMot_9		
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	1.4642385767688317	0.13956395
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-0.11138715180613613	-0.5524857
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-0.5943352576033611	-0.7397972
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-1.378737123669189	-0.7541755
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-0.7551514956749231	-0.54153
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-0.6796537911286382	-0.3567995
1175.0	LH	Default	7Networks_LH_Default_PFC_10		
1175.0	LH	Default	7Networks_LH_Default_PFC_10		
1175.0	LH	Default	7Networks_LH_Default_PFC_10		
1040.0	LH	SomMot	7Networks_LH_SomMot_9		
1040.0	LH	SomMot	7Networks_LH_SomMot_9		
1040.0	LH	SomMot	7Networks_LH_SomMot_9		
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	1.7607899113806824	-0.24516597
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	0.6381235362491993	-0.2764337
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-0.6003768661610606	-0.053032402
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-0.7705359888828359	-0.6929962
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-0.27293254461284494	-0.54681355
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-0.7909164585312264	-0.57683414
1175.0	LH	Default	7Networks_LH_Default_PFC_10		
1175.0	LH	Default	7Networks_LH_Default_PFC_10		
1040.0	LH	SomMot	7Networks_LH_SomMot_9		
1040.0	LH	SomMot	7Networks_LH_SomMot_9		
1040.0	LH	SomMot	7Networks_LH_SomMot_9		
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	0.15561285011449102	-1.132955
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	0.3729178703498187	-0.71105444
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-0.20038769194812225	-0.08394921
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-1.1631959527823785	-0.5090641
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-0.39017157388206886	-0.12151691
1103.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_7	0.1587773811440788	0.30663466
1175.0	LH	Default	7Networks_LH_Default_PFC_10		
1040.0	LH	SomMot	7Networks_LH_SomMot_9		
1040.0	LH	SomMot	7Networks_LH_SomMot_9		
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	0.23499567037030936	-0.99306667
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	0.6233355217761164	-0.41786417
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	-0.08486240530787707	-0.2240109
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	1.225076020840265	0.40858898
1103.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_7	1.6552292788201715	1.059296
1103.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_7	1.643710188040896	1.5319165
1103.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_7	0.5765026597514339	0.7168315
1040.0	LH	SomMot	7Networks_LH_SomMot_9		
1040.0	LH	SomMot	7Networks_LH_SomMot_9		
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	1.119940013893309	0.2121338
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	1.0022040233788059	0.5643894
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	1.2324907815867334	0.67124134
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	1.5642468392802902	1.4750434
1103.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_7	2.010598052337282	2.4506013
1103.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_7	1.3644800447549685	1.9624127
1040.0	LH	SomMot	7Networks_LH_SomMot_9		
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	0.7089402283898855	0.09917483
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	0.4564176109856606	0.12559386
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	2.0886789350319286	1.1092274
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	0.8622078385847272	0.808016
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	1.8349316119712507	1.2932364
1103.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_7	0.950456749068506	1.6493033
1040.0	LH	SomMot	7Networks_LH_SomMot_9		
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	-0.10439211191682397	0.17932253
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	1.8141911702200366	0.5409358
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	1.8958556859028977	1.559303
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	1.105403723878813	0.8643886
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	0.8990195651383107	1.0238758
1039.0	LH	SomMot	7Networks_LH_SomMot_8		
1039.0	LH	SomMot	7Networks_LH_SomMot_8		
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	1.170457590413085	0.92735887
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	2.2631015640274055	1.7045056
1035.0	LH	SomMot	7Networks_LH_SomMot_4		
1039.0	LH	SomMot	7Networks_LH_SomMot_8		
1039.0	LH	SomMot	7Networks_LH_SomMot_8		
1035.0	LH	SomMot	7Networks_LH_SomMot_4		
1035.0	LH	SomMot	7Networks_LH_SomMot_4		
1039.0	LH	SomMot	7Networks_LH_SomMot_8		
1039.0	LH	SomMot	7Networks_LH_SomMot_8		
1035.0	LH	SomMot	7Networks_LH_SomMot_4		
1039.0	LH	SomMot	7Networks_LH_SomMot_8		
1039.0	LH	SomMot	7Networks_LH_SomMot_8		
1039.0	LH	SomMot	7Networks_LH_SomMot_8		
1047.0	LH	SomMot	7Networks_LH_SomMot_16		
1047.0	LH	SomMot	7Networks_LH_SomMot_16		
1086.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_1		
1086.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_1		
1086.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_1		
1086.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_1		
1086.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_1		
1087.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_2		
1087.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_2		
1087.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_2		
1087.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_2		
1087.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_2		
1089.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_4		
1089.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_4		
1089.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_4		
1089.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_4		
1187.0	LH	Default	7Networks_LH_Default_PFC_22		
1188.0	LH	Default	7Networks_LH_Default_PFC_23		
1188.0	LH	Default	7Networks_LH_Default_PFC_23		
1188.0	LH	Default	7Networks_LH_Default_PFC_23		
1188.0	LH	Default	7Networks_LH_Default_PFC_23		
1188.0	LH	Default	7Networks_LH_Default_PFC_23		
1188.0	LH	Default	7Networks_LH_Default_PFC_23		
1183.0	LH	Default	7Networks_LH_Default_PFC_18		
1183.0	LH	Default	7Networks_LH_Default_PFC_18		
1183.0	LH	Default	7Networks_LH_Default_PFC_18		
1183.0	LH	Default	7Networks_LH_Default_PFC_18		
1184.0	LH	Default	7Networks_LH_Default_PFC_19		
1179.0	LH	Default	7Networks_LH_Default_PFC_14		
1179.0	LH	Default	7Networks_LH_Default_PFC_14		
1179.0	LH	Default	7Networks_LH_Default_PFC_14		
1180.0	LH	Default	7Networks_LH_Default_PFC_15		
1180.0	LH	Default	7Networks_LH_Default_PFC_15		
1180.0	LH	Default	7Networks_LH_Default_PFC_15		
1180.0	LH	Default	7Networks_LH_Default_PFC_15		
1180.0	LH	Default	7Networks_LH_Default_PFC_15		
1106.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_PFCl_1	-0.2358764944934381	0.58102155
1138.0	LH	Cont	7Networks_LH_Cont_PFCl_4		
1138.0	LH	Cont	7Networks_LH_Cont_PFCl_4		
1138.0	LH	Cont	7Networks_LH_Cont_PFCl_4		
1137.0	LH	Cont	7Networks_LH_Cont_PFCl_3		
1137.0	LH	Cont	7Networks_LH_Cont_PFCl_3		
1047.0	LH	SomMot	7Networks_LH_SomMot_16		
1185.0	LH	Default	7Networks_LH_Default_PFC_20		
1185.0	LH	Default	7Networks_LH_Default_PFC_20		
1185.0	LH	Default	7Networks_LH_Default_PFC_20		
1086.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_1		
1185.0	LH	Default	7Networks_LH_Default_PFC_20		
1087.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_2		
1087.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_2		
1087.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_2		
1087.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_2		
1087.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_2		
1089.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_4		
1089.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_4		
1187.0	LH	Default	7Networks_LH_Default_PFC_22		
1187.0	LH	Default	7Networks_LH_Default_PFC_22		
1187.0	LH	Default	7Networks_LH_Default_PFC_22		
1187.0	LH	Default	7Networks_LH_Default_PFC_22		
1188.0	LH	Default	7Networks_LH_Default_PFC_23		
1188.0	LH	Default	7Networks_LH_Default_PFC_23		
1188.0	LH	Default	7Networks_LH_Default_PFC_23		
1091.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_2		
1185.0	LH	Default	7Networks_LH_Default_PFC_20		
1185.0	LH	Default	7Networks_LH_Default_PFC_20		
1185.0	LH	Default	7Networks_LH_Default_PFC_20		
1185.0	LH	Default	7Networks_LH_Default_PFC_20		
1182.0	LH	Default	7Networks_LH_Default_PFC_17		
1186.0	LH	Default	7Networks_LH_Default_PFC_21		
1186.0	LH	Default	7Networks_LH_Default_PFC_21		
1186.0	LH	Default	7Networks_LH_Default_PFC_21		
1186.0	LH	Default	7Networks_LH_Default_PFC_21		
1186.0	LH	Default	7Networks_LH_Default_PFC_21		
1187.0	LH	Default	7Networks_LH_Default_PFC_22		
1187.0	LH	Default	7Networks_LH_Default_PFC_22		
1187.0	LH	Default	7Networks_LH_Default_PFC_22		
1187.0	LH	Default	7Networks_LH_Default_PFC_22		
1187.0	LH	Default	7Networks_LH_Default_PFC_22		
1188.0	LH	Default	7Networks_LH_Default_PFC_23		
1188.0	LH	Default	7Networks_LH_Default_PFC_23		
1188.0	LH	Default	7Networks_LH_Default_PFC_23		
1185.0	LH	Default	7Networks_LH_Default_PFC_20		
1185.0	LH	Default	7Networks_LH_Default_PFC_20		
1185.0	LH	Default	7Networks_LH_Default_PFC_20		
1185.0	LH	Default	7Networks_LH_Default_PFC_20		
1182.0	LH	Default	7Networks_LH_Default_PFC_17		
1182.0	LH	Default	7Networks_LH_Default_PFC_17		
1182.0	LH	Default	7Networks_LH_Default_PFC_17		
1186.0	LH	Default	7Networks_LH_Default_PFC_21		
1186.0	LH	Default	7Networks_LH_Default_PFC_21		
1186.0	LH	Default	7Networks_LH_Default_PFC_21		
1187.0	LH	Default	7Networks_LH_Default_PFC_22		
1187.0	LH	Default	7Networks_LH_Default_PFC_22		
1187.0	LH	Default	7Networks_LH_Default_PFC_22		
1187.0	LH	Default	7Networks_LH_Default_PFC_22		
1187.0	LH	Default	7Networks_LH_Default_PFC_22		
1184.0	LH	Default	7Networks_LH_Default_PFC_19		
1188.0	LH	Default	7Networks_LH_Default_PFC_23		
1188.0	LH	Default	7Networks_LH_Default_PFC_23		
1185.0	LH	Default	7Networks_LH_Default_PFC_20		
1185.0	LH	Default	7Networks_LH_Default_PFC_20		
1185.0	LH	Default	7Networks_LH_Default_PFC_20		
1182.0	LH	Default	7Networks_LH_Default_PFC_17		
1182.0	LH	Default	7Networks_LH_Default_PFC_17		
1182.0	LH	Default	7Networks_LH_Default_PFC_17		
1182.0	LH	Default	7Networks_LH_Default_PFC_17		
1186.0	LH	Default	7Networks_LH_Default_PFC_21		
